Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,Location,StartDate,EndDate,Total Deaths,Total Affected,Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)"
Natural,Biological,Epidemic,Viral disease,,Infuenza (H5N1),Thailand,"Sukhotai, Kanchanaburi, Suphanburi, Uttaradit, Lopburi, Ayudhaya",2003-10-01,2004-03-01,7.0,4.0,,
Natural,Climatological,Wildfire,Forest fire,,,USA,"Fontana, Rancho Cucamonga areas (San Bernardino district, California province)",2003-10-01,2003-11-01,14.0,27104.0,,
Natural,Climatological,Wildfire,Forest fire,,,USA,San Bernardino district (California province),2003-10-01,2003-11-01,4.0,40.0,3500000.0,5568065.0
Natural,Meteorological,Storm,Tropical cyclone,,Mindulle (Igme/10W),Chinese Taipei,"Chi-Ci, Guo-hsing, Ren-ai villages (Nantou area, Taiwan Sheng province), Hoping village (Taichung area, Taiwan Sheng province)",2004-06-01,2004-07-01,28.0,1171.0,400000.0,619758.0
Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,USA,"Geneva, Jefferson, Lauderdale, Limestone, Madison districts (Alabama province), Cross, Mississippi, Nevada districts (Arkansas province), Crawford, Jefferson, Logan, Perry, Washington districts (Illinois province), Clark, Crawford, Hamilton, Hancock, Hendricks, Jackson, Madison, Marion, Monroe, Morgan, Miami, Owen, Tippecanoe, Vanderburgh, Warrick, Washington districts (Indiana province), Buchanan, Lee, Iowa districts (Iowa province), Cloud, Harper, Marshall, Republic, Sumner districts (Kansas province), Henry, Hopkins, Jefferson, Knox, Muhlenberg, McCracken, Webster districts (Kentucky province), St. Clair district (Michigan province), Tippah district (Mississippi province), Buchanan, Clinton, DeKalb, Daviess, Harrison, Laclede, Platte, St. Louis districts (Missouri province), Holt, Lincoln districts (Nebraska province), Adams district (Ohio province), Blaine, Canadian, Creek, Custer, Kingfisher, Mayes, Oklahoma, Tulsa, Wagoner districts (Oklahoma province), Brown, Edmunds, Clay districts (South Dakota province), Bedford, Bradley, Lincoln, Franklin, Giles, Grundy, Hardin, Moore districts (Tennessee province), Cottle, Houston, Tarrant districts (Texas province), Boone, Braxton, Cabell, Jackson, Kanawha, Lewis, Logan, Mason, Morgan, Mingo, Putnam, Upshur, Wayne, Wood, Wyoming districts (West Virginia province), Louisiana province",2004-05-01,2004-06-01,10.0,1000.0,700000.0,1084576.0
Natural,Hydrological,Flood,Riverine flood,,,USA,"Antigo area (Langlade district, Wisconsin province), Pembina, Walsh districts (North Dakota province) ",2004-03-01,2004-04-01,,306.0,4500.0,6972.0
Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Turkey,"Artvin, Bartin, Bolu, Giresun, Istanbul, Kastamonu, Kirklareli, Kocaeli, Ordu, Rize, Sakarya, Samsun, Sinop, Trabzon, Zonguldak provinces",2005-01-01,2005-04-01,2.0,,,
Natural,Meteorological,Storm,Tropical cyclone,,Matsa (Gorio/09W),China,"Shanghai Shi, Jiangsu Sheng, Shandong Sheng, Anhui Sheng, Zhejiang Sheng provinces",2005-07-01,2005-08-01,10.0,1240000.0,850000.0,1273770.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Dazhou, Bazhong, Guang'an, Nanchong, Yibin, Luzhou, Garze Tibetan (Sichuan Sheng province)",2005-06-01,2005-07-01,58.0,11230230.0,607000.0,909621.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Shiyan, Xiangfan, Suizhou districts (Hubei Sheng province)",2005-08-01,2005-09-01,28.0,14500.0,,
Natural,Hydrological,Flood,Flash flood,,,Indonesia,"Panti, Tanggul, Arjasa, Rambipuji, Kaliwates, Wuluhan, Patrang, Balung, Puger areas (Jember district, Jawa Timur province)",2005-12-01,2006-01-01,79.0,7811.0,,
Natural,Hydrological,Flood,Riverine flood,,,Australia,"Coomera, Currumbin villages (Gold Coast district, Queensland province), Byron Bay area (Byron district, New South Wales province), Yamba area (Clarence Valley district, New South Wales province), Benora area (Tweed district, New South Wales province), Casino village (Richmond Valley district, New South Wales province), Kyogle, Lismore, Ballina districts (New South Wales province)",2005-06-01,2005-07-01,3.0,3000.0,58000.0,86916.0
Natural,Hydrological,Flood,Riverine flood,,,Canada,"Black Diamond, High River, Otokoks, Turner Valley towns (Division No. 6 district, Alberta province), Pincher Creek city (Division No. 3 district, Alberta province), Lethbridge city (Division No. 2 district, Alberta province), Siksika Reserve, Drumheller cities (Division No. 5 district, Alberta province), Red Deer city (Division No. 8 district, Alberta province)",2005-06-01,2005-07-01,4.0,5000.0,357000.0,534983.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Shiyan district (Hubei Sheng province), Hanzhong district (Shaanxi Sheng province)",2005-09-01,2005-10-01,20.0,4610000.0,239000.0,358154.0
Natural,Hydrological,Flood,Riverine flood,,,China,"Jilin district (Jilin Sheng province), Hegang, Yichun, Daqing, Qiqihar, Harbin districts (Heilongjiang Sheng province)",2005-07-01,2005-08-01,5.0,1270000.0,271000.0,406108.0
Natural,Biological,Epidemic,Bacterial disease,,Septicaemia,China,"Ziyang City area (Sichuan province), Guangdong, Hainan, Jiangsu provinces",2005-06-01,2005-08-01,38.0,168.0,,
Natural,Biological,Epidemic,Viral disease,,Poliomyelitis,Indonesia,"Banten, Lampung (West, east and Central Java), DKI Jakarta, Sumatra (North and South), Aceh (NAD), Riau, Madura Isl., Probolinggo district",2005-06-01,2006-01-01,,329.0,,
Natural,Hydrological,Flood,Riverine flood,,,China,"Si Xian, Xiao Xian areas (Suzhou district, Anhui Sheng province), Fengyang Xian area (Chuzhou district, Anhui Sheng province), Bozhou Shi, Fuyang Shi areas (Name Unknown (12994) district, Anhui Sheng province), Dafeng Shi area (Yancheng district, Jiangsu Sheng province), Bengbu, Huaibei districts (Anhui Sheng province), Henan Sheng province",2006-06-01,2006-07-01,30.0,4120000.0,679000.0,985719.0
Natural,Hydrological,Flood,Flash flood,,,Indonesia,"Aceh Barat, Aceh Tamiang, Aceh Timur, Aceh Utara, Bener Meriah, Bireuen, Gayolues, Kota Lhokseumawe districts (Nangroe Aceh Darussalam province), Langkat, Mandailingnatal, Tapanuli Selatan districts (Sumatera Utara province), Rokanhilir, Indragiri Hulu districts (Riau province)",2006-12-01,2007-01-01,236.0,618486.0,,
Natural,Hydrological,Flood,Riverine flood,,,China,"Zhenxiong Xian area (Zhaotong district, Yunnan Sheng province), Gulin Xian area (Luzhou district, Sichuan Sheng province), Sandu Shui Zizhixian area (Qiannan Buyei and Miao district, Guizhou Sheng province), Rongjiang Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Bijie, Zunyi districts (Guizhou Sheng province)",2006-06-01,2006-07-01,42.0,10009.0,11000.0,15969.0
Natural,Hydrological,Flood,Riverine flood,,,Indonesia,"Lasem, Pamotan, Sedan areas (Rembang district, Jawa Tengah province), Demak, Kota Semarang, Semarang districts (Jawa Tengah province), Indramayu district (Jawa Barat province), Dki Jakarta province ",2006-01-01,2006-02-01,19.0,10000.0,27100.0,39342.0
Natural,Hydrological,Flood,Riverine flood,,,Austria,"Niederosterreich, Oberosterreich provinces",2006-03-01,2006-04-01,,516.0,,
Natural,Hydrological,Flood,Riverine flood,,,Canada,"Fort Albany city (Cochrane district, Ontario province)",2006-04-01,2006-05-01,,2000.0,,
Natural,Hydrological,Flood,Riverine flood,,,China,Fujian Sheng province,2006-05-01,2006-06-01,57.0,356000.0,393000.0,570526.0
Natural,Hydrological,Flood,Riverine flood,,,Czech,"Ostrava-mesto, Olomouc districts (Severomoravsky province), Usti nad Labem, Decin districts (Severocesky province), Praha district (Praha province); Theresienstadt/Terezin village (Litomence district, Severocesky province); Vestec municipality (Praha-zapad district, praha province); Znojmo, Hodonin, districts (Jihomoravsky province), Novosedly village (Breclav district, Jihomoravsky province), Bonov village (Trebic district, Jihomoravsky province); Melnik district (Stredocesky province) ",2006-03-01,2006-04-01,6.0,4200.0,,
Natural,Meteorological,Storm,Tropical cyclone,,Glenda,Australia,"Exmouth, Ashburton, East Pilbara, Port Hedland, Roebourne districts (Western Australia province)",2006-03-01,2006-04-01,,500.0,,
Natural,Hydrological,Flood,Riverine flood,,,China,"Jiangxi Sheng, Hubei Sheng provinces",2006-04-01,2006-05-01,21.0,10461.0,333000.0,483423.0
